Variables=time,rho,Cd,Cs,Cl
       1   1.00000000 716.29954962  -0.00000000   0.00000000
       2   1.00000000 519.40645954   0.00000000  -0.00000000
       3   1.00000000 464.34534049  -0.00000000  -0.00000000
       4   1.00000000 440.43001386   0.00000000   0.00000000
       5   1.00000000 426.37443455  -0.00000000  -0.00000000
       6   1.00000000 416.26680013  -0.00000000   0.00000000
       7   1.00000000 407.92549750  -0.00000000  -0.00000000
       8   1.00000000 400.33155240  -0.00000000   0.00000000
       9   1.00000000 392.91510935  -0.00000000   0.00000000
      10   1.00000000 385.27860056   0.00000000   0.00000000
      11   1.00000000 377.09057507   0.00000000   0.00000000
      12   1.00000000 368.03563972   0.00000000   0.00000000
      13   1.00000005 357.76441696   0.00000000   0.00000000
      14   1.00000028 345.82957388   0.00000000   0.00000000
      15   1.00000086 331.57682094  -0.00000000   0.00000000
      16   1.00000196 314.10008190   0.00000000   0.00000000
      17   1.00000369 292.51724971  -0.00000000   0.00000000
      18   1.00000604 266.36982589   0.00000000   0.00000000
      19   1.00000895 235.91713437   0.00000000  -0.00000000
      20   1.00001227 202.18525612   0.00000000  -0.00000000
      21   1.00001582 166.76725892   0.00000000  -0.00000000
      22   1.00001944 131.47644344   0.00000000  -0.00000000
      23   1.00002298  97.98962680  -0.00000000  -0.00000000
      24   1.00002631  67.58778424  -0.00000000   0.00000000
      25   1.00002934  41.04011206  -0.00000000   0.00000000
      26   1.00003201  18.62054607   0.00000000   0.00000000
      27   1.00003425   0.21305999  -0.00000000  -0.00000000
      28   1.00003605 -14.54508807  -0.00000000   0.00000000
      29   1.00003738 -26.12299068  -0.00000000  -0.00000000
      30   1.00003823 -34.98312655   0.00000000  -0.00000000
      31   1.00003861 -41.50522532   0.00000000  -0.00000000
      32   1.00003852 -45.94637914   0.00000000  -0.00000000
      33   1.00003799 -48.43207489  -0.00000000  -0.00000000
      34   1.00003706 -48.97167381   0.00000000  -0.00000000
      35   1.00003576 -47.49200360   0.00000000  -0.00000000
      36   1.00003413 -43.88269607   0.00000000  -0.00000000
      37   1.00003223 -38.04630096   0.00000000  -0.00000000
      38   1.00003009 -29.94563046   0.00000000  -0.00000000
      39   1.00002776 -19.64100703  -0.00000000  -0.00000000
      40   1.00002528  -7.31163004   0.00000000  -0.00000000
      41   1.00002269   6.74196516  -0.00000000  -0.00000000
      42   1.00002002  22.11395296   0.00000000  -0.00000000
      43   1.00001729  38.32409856   0.00000000   0.00000000
      44   1.00001454  54.85742851   0.00000000   0.00000000
      45   1.00001178  71.20565576  -0.00000000   0.00000000
      46   1.00000904  86.90380001   0.00000000  -0.00000000
      47   1.00000632 101.55713410  -0.00000000  -0.00000000
      48   1.00000364 114.85595495   0.00000000  -0.00000000
      49   1.00000101 126.57814258  -0.00000000   0.00000000
      50   0.99999844 136.58150984   0.00000000  -0.00000000
      51   0.99999593 144.78925934  -0.00000000  -0.00000000
      52   0.99999349 151.17234962  -0.00000000  -0.00000000
      53   0.99999113 155.73232955   0.00000000  -0.00000000
      54   0.99998884 158.48741582  -0.00000000   0.00000000
      55   0.99998663 159.46351104  -0.00000000   0.00000000
      56   0.99998451 158.69070575  -0.00000000   0.00000000
      57   0.99998247 156.20477356  -0.00000000   0.00000000
      58   0.99998051 152.05237850   0.00000000   0.00000000
      59   0.99997863 146.29825314  -0.00000000   0.00000000
      60   0.99997683 139.03248428   0.00000000   0.00000000
      61   0.99997512 130.37623771   0.00000000   0.00000000
      62   0.99997348 120.48468512  -0.00000000   0.00000000
      63   0.99997193 109.54647408  -0.00000000   0.00000000
      64   0.99997045  97.77969466  -0.00000000   0.00000000
      65   0.99996904  85.42484971  -0.00000000   0.00000000
      66   0.99996771  72.73574549   0.00000000   0.00000000
      67   0.99996646  59.96944268   0.00000000   0.00000000
      68   0.99996527  47.37642504   0.00000000   0.00000000
      69   0.99996415  35.19198130   0.00000000   0.00000000
      70   0.99996310  23.62949866   0.00000000   0.00000000
      71   0.99996211  12.87600456   0.00000000   0.00000000
      72   0.99996119   3.08993206  -0.00000000   0.00000000
      73   0.99996032  -5.59921315   0.00000000   0.00000000
      74   0.99995952 -13.08980394  -0.00000000  -0.00000000
      75   0.99995877 -19.30625745   0.00000000  -0.00000000
      76   0.99995808 -24.19697955   0.00000000  -0.00000000
      77   0.99995744 -27.73252973  -0.00000000  -0.00000000
      78   0.99995684 -29.90427533   0.00000000  -0.00000000
      79   0.99995630 -30.72361470   0.00000000  -0.00000000
      80   0.99995580 -30.22168039  -0.00000000  -0.00000000
      81   0.99995534 -28.44930716  -0.00000000  -0.00000000
      82   0.99995493 -25.47698376  -0.00000000  -0.00000000
      83   0.99995455 -21.39450056   0.00000000  -0.00000000
      84   0.99995421 -16.31005317   0.00000000  -0.00000000
      85   0.99995390 -10.34864791   0.00000000  -0.00000000
      86   0.99995362  -3.64976193  -0.00000000  -0.00000000
      87   0.99995338   3.63568261  -0.00000000  -0.00000000
      88   0.99995316  11.34887905   0.00000000  -0.00000000
      89   0.99995296  19.32701844   0.00000000  -0.00000000
      90   0.99995280  27.40725170  -0.00000000  -0.00000000
      91   0.99995265  35.43049832   0.00000000  -0.00000000
      92   0.99995253  43.24490422  -0.00000000   0.00000000
      93   0.99995243  50.70880944   0.00000000   0.00000000
      94   0.99995235  57.69315185  -0.00000000   0.00000000
      95   0.99995229  64.08329724   0.00000000   0.00000000
      96   0.99995224  69.78033770  -0.00000000   0.00000000
      97   0.99995221  74.70193496  -0.00000000   0.00000000
      98   0.99995220  78.78279962  -0.00000000   0.00000000
      99   0.99995220  81.97489357  -0.00000000   0.00000000
     100   0.99995221  84.24742489   0.00000000   0.00000000
     101   0.99995224  85.58667861   0.00000000   0.00000000
     102   0.99995227  85.99569856   0.00000000   0.00000000
     103   0.99995232  85.49381170  -0.00000000   0.00000000
     104   0.99995237  84.11596946  -0.00000000   0.00000000
     105   0.99995243  81.91187484   0.00000000   0.00000000
     106   0.99995250  78.94486735   0.00000000   0.00000000
     107   0.99995258  75.29055062   0.00000000   0.00000000
     108   0.99995266  71.03516556  -0.00000000   0.00000000
     109   0.99995275  66.27373278   0.00000000   0.00000000
     110   0.99995284  61.10800751   0.00000000   0.00000000
     111   0.99995294  55.64430611   0.00000000   0.00000000
     112   0.99995304  49.99127262  -0.00000000   0.00000000
     113   0.99995314  44.25765736  -0.00000000   0.00000000
     114   0.99995324  38.55017511  -0.00000000   0.00000000
     115   0.99995335  32.97150201   0.00000000   0.00000000
     116   0.99995345  27.61845682  -0.00000000   0.00000000
     117   0.99995356  22.58039864  -0.00000000   0.00000000
     118   0.99995367  17.93785868   0.00000000   0.00000000
     119   0.99995378  13.76141231   0.00000000   0.00000000
     120   0.99995389  10.11078888   0.00000000   0.00000000
     121   0.99995400   7.03421138   0.00000000  -0.00000000
     122   0.99995410   4.56795593   0.00000000  -0.00000000
     123   0.99995421   2.73612141  -0.00000000  -0.00000000
     124   0.99995432   1.55060102  -0.00000000  -0.00000000
     125   0.99995443   1.01124961   0.00000000   0.00000000
     126   0.99995453   1.10624166   0.00000000  -0.00000000
     127   0.99995463   1.81261522   0.00000000  -0.00000000
     128   0.99995474   3.09699500  -0.00000000   0.00000000
     129   0.99995484   4.91648497   0.00000000   0.00000000
     130   0.99995494   7.21971647   0.00000000   0.00000000
     131   0.99995503   9.94803265  -0.00000000   0.00000000
     132   0.99995513  13.03678539  -0.00000000  -0.00000000
     133   0.99995522  16.41671627  -0.00000000  -0.00000000
     134   0.99995532  20.01539043   0.00000000   0.00000000
     135   0.99995541  23.75865037   0.00000000   0.00000000
     136   0.99995549  27.57205692  -0.00000000   0.00000000
     137   0.99995558  31.38228647  -0.00000000   0.00000000
     138   0.99995566  35.11845621   0.00000000   0.00000000
     139   0.99995575  38.71335331   0.00000000   0.00000000
     140   0.99995583  42.10454802   0.00000000   0.00000000
     141   0.99995590  45.23537532  -0.00000000   0.00000000
     142   0.99995598  48.05577365   0.00000000   0.00000000
     143   0.99995605  50.52297313   0.00000000   0.00000000
     144   0.99995612  52.60202853   0.00000000   0.00000000
     145   0.99995619  54.26619503   0.00000000  -0.00000000
     146   0.99995626  55.49714681  -0.00000000   0.00000000
     147   0.99995632  56.28504024   0.00000000  -0.00000000
     148   0.99995639  56.62842553  -0.00000000  -0.00000000
     149   0.99995645  56.53401207  -0.00000000   0.00000000
     150   0.99995650  56.01629494   0.00000000   0.00000000
     151   0.99995656  55.09705184   0.00000000   0.00000000
     152   0.99995662  53.80472208   0.00000000  -0.00000000
     153   0.99995667  52.17368127   0.00000000  -0.00000000
     154   0.99995672  50.24342736   0.00000000  -0.00000000
     155   0.99995677  48.05769557   0.00000000  -0.00000000
     156   0.99995681  45.66352084   0.00000000   0.00000000
